archaeological_layer.archstratigraphy_idarchstrat;assemblage.locality_idlocality;assemblage.name;assemblage.lithic_piece_count;locality.x;locality.y;query_age_min;query_age_max;age_comments
MSA 1;Border Cave;Border Cave Layer BACO D Archaeological Assemblage;2794;31.98875;-27.021443;133000;300000;Units BACO A-D were replaced by non-equivalent Unit 5 BS, 5 WA and 6 BS (Beaumont et al. 92, p. 490), as there is no exact correlation between the units, BACO A-D span the absolute time span of the dated Units 5 BS to 6 BS.;
Howiesonspoort;Border Cave;Border Cave RGBS 2015-2017 Archaeology;-1;31.98875;-27.021443;70000;78000;the newest published revised ESR dates were used (Grün et al. 2003), not the original dates published in Grün et al. 1990 or the revised dates in Grün et al. 2001;
MSA;Boskop;Boskop Agricultural Trench Archaeological Assemblage;1;27.110547;-26.554765;11780;126000;Date given as Late Pleistocene by Schwartz & Tattersall (2002), as ca. 20 Ka by Dusseldorp et al (2013) and De Miguel & Henneberg (2001).;
Early MSA;Bremen 1C;Bremen 1C Basiskomplex Archaeological Assemblage;71;17.147603;-25.766654;66000;300000;Absolute date not available, only dated through typology of artifacts, Early MSA and cleaver present;
Howiesonspoort;Bremen 1C;Bremen 1C MSA Komplex Archaeological Assemblage;1880;17.147603;-25.766654;58000;66000;Absolute date not avaliable. Site only dated through the typology of the artefacts.;
MSA/LSA;Bremen 1C;Bremen 1C Mischhorizont Archaeological Assemblage;-1;17.147603;-25.766654;20000;40000;Absolute date not avaliable. Site only dated through the typology of the artefacts.;
MSA;Bremen 2B;Bremen 2B Layer I lower MSA Collection;66;17.097115;-25.757686;30000;300000;MSA;
MSA/LSA;Bremen 2B;Bremen 2B Layer I middle Mischhorizont Collection;14;17.097115;-25.757686;200;300000;LSA/MSA;
MSA;Bundu Farm;Bundu Farm G91 Archaeological Assemblage;128;22.2069444;-29.7513889;30000;300000;;
MSA;Bundu Farm;Bundu Farm G92 Archaeological Assemblage;8;22.2069444;-29.7513889;30000;300000;;
MSA;Bundu Farm;Bundu Farm Group 2 Archaeological Assemblage;888;22.2069444;-29.7513889;30000;161700;;
MSA;Bundu Farm;Bundu Farm Group 3 Archaeological Assemblage;2785;22.2069444;-29.7513889;30000;161700;;
MSA;Bundu Farm;Bundu Farm Group 4 Archaeological Assemblage;391;22.2069444;-29.7513889;129700;161700;;
MSA;Bundu Farm;Bundu Farm Group 5 Archaeological Assemblage;614;22.2069444;-29.7513889;129700;300000;;
ESA/MSA;Bundu Farm;Bundu Farm Group 6 Archaeological Assemblage;352;22.2069444;-29.7513889;129700;400000;;
MSA;Bushman Rock Shelter;BRS Exc. Louw Layer 29 Archaeological Assemblage;57;30.624773;-24.576784;12405;300000;;
MSA;Bushman Rock Shelter;BRS Exc. Louw Layer 30 Archaeological Assemblage;19;30.624773;-24.576784;12405;300000;;
MSA;Bushman Rock Shelter;BRS Exc. Louw Layer 31 Archaeological Assemblage;57;30.624773;-24.576784;12405;300000;;
MSA;Bushman Rock Shelter;BRS Exc. Louw Layer 32 Archaeological Assemblage;24;30.624773;-24.576784;12405;300000;;
MSA;Bushman Rock Shelter;BRS Exc. Louw Layer 33 Archaeological Assemblage;64;30.624773;-24.576784;12405;300000;;
MSA;Bushman Rock Shelter;BRS Exc. Louw Layer 34 Archaeological Assemblage;65;30.624773;-24.576784;12405;300000;;
MSA;Bushman Rock Shelter;BRS Exc. Louw Layer 35 Archaeological Assemblage;48;30.624773;-24.576784;12405;300000;;
MSA;Bushman Rock Shelter;BRS Exc. Louw Layer 36 Archaeological Assemblage;29;30.624773;-24.576784;12405;300000;;
MSA;Bushman Rock Shelter;BRS Exc. Louw Layer 37 Archaeological Assemblage;23;30.624773;-24.576784;12405;300000;;
MSA;Bushman Rock Shelter;BRS Exc. Louw Layer 38 Archaeological Assemblage;43;30.624773;-24.576784;53000;300000;;
MSA;Bushman Rock Shelter;BRS Exc. Louw Layer 39 Archaeological Assemblage;15;30.624773;-24.576784;53000;300000;;
MSA;Bushman Rock Shelter;BRS Exc. Louw Layer 40 Archaeological Assemblage;15;30.624773;-24.576784;53000;300000;;
MSA;Bushman Rock Shelter;BRS Exc. Louw Layer 41 Archaeological Assemblage;25;30.624773;-24.576784;53000;300000;;
MSA;Bushman Rock Shelter;BRS Exc. Louw Layer 42 Archaeological Assemblage;24;30.624773;-24.576784;53000;300000;;
MSA;Bushman Rock Shelter;BRS Exc. Louw Layer 43 Archaeological Assemblage;39;30.624773;-24.576784;53000;300000;;
MSA;Cafema;MSA lithics on terrace;-1;12.200528;-17.21336;3000;220000;No absolute dating. Awaiting dates from archaeology;
Victoria West;Canteen Kopje;Canteen Kopje Area 1 Stratum 2a Lower Archaeological Assemblage;4435;24.532467;-28.542357;300000;800000;arch_strat: Fauresmith+Victoria West;
Fauresmith;Canteen Kopje;Canteen Kopje Area 1 Unit 2a Upper Archaeological Assemblage;1018;24.532467;-28.542357;300000;800000;arch_strat: Fauresmith+Victoria West;
Victoria West;Canteen Kopje;Canteen Kopje Area 2 Unit 2a Archaeological Assemblage;6768;24.532467;-28.542357;300000;800000;arch_strat: Fauresmith+Victoria West;
MSA/LSA;Canteen Kopje;Canteen Kopje Hutton Sand_Lower Component Archaeological Assemblage;30;24.532467;-28.542357;130;177000;;
Fauresmith;Canteen Kopje;Canteen Kopje Pit 6 Fauresmith assemblage;1939;24.532467;-28.542357;130;177000;;
Fauresmith;Canteen Kopje;Canteen Kopje Pit 6 Fauresmith assemblage;1939;24.532467;-28.542357;300000;800000;arch_strat: Fauresmith+Victoria West;
Still Bay;Cape Hangklip;Cape Hangklip Raised Beach 20 ft Archaeological Assemblage;-1;18.83;-34.374;70000;77000;;
Late Acheulean - Africa;Cape Hangklip;Cape Hangklip Sand Deposit Archaeological Assemblage;983;18.83;-34.374;200000;800000;;
MSA;Cape St. Blaize Cave;layer C Inventar;1839;22.1571028;-34.1861889;30000;300000;;
MSA;Cartwrights Site (GsJj 75);GsJj 75 Layer N Archaeology;102;36.45833;-0.597222;30000;300000;;
MSA;Cartwrights Site (GsJj 75);GsJj 75 Surface Layer Archaeology;94;36.45833;-0.597222;30000;300000;Surface layer contains two large HP crescents and other MSA finds;
ELSA;Cave James;Cave James BL-C Assemblage;14944;27.93333333;-25.68333333;18000;40000;;
ELSA;Cave James;Cave James G Assemblage;4933;27.93333333;-25.68333333;18000;40000;;
Late Acheulean - Africa;Cave of Hearths;Cave of Hearths Bed 1 Archaeological Assemblage;212;29.199481;-24.140961;200000;800000;Absolute date not avaliable. Waiting for date through archaeological material;
Late Acheulean - Africa;Cave of Hearths;Cave of Hearths Bed 2 Archaeological Assemblage;123;29.199481;-24.140961;200000;800000;Absolute date not avaliable. Waiting for date through archaeological material;
Late Acheulean - Africa;Cave of Hearths;Cave of Hearths Bed 3 Archaeological Assemblage;2858;29.199481;-24.140961;200000;800000;Absolute date not avaliable. Waiting for date through archaeological material;
MSA 2a;Cave of Hearths;Cave of Hearths Bed 4 Archaeological Assemblage;1740;29.199481;-24.140961;105000;130000;Absolute date not avaliable. Waiting for date through archaeological material - since faunal assemblages from Bed 4-9 are named MSA Fauna, at least Pleistocene can be assumed (26.04.2011, R.V.), arch_strat: MSA 2a;
MSA 2a;Cave of Hearths;Cave of Hearths Bed 5 Archaeological Assemblage;1466;29.199481;-24.140961;105000;130000;Absolute date not avaliable. Waiting for date through archaeological materialsince faunal assemblages from Bed 4-9 are named MSA Fauna, at least Pleistocene can be assumed (26.04.2011, R.V.), arch_strat: MSA 2a;
MSA 2b;Cave of Hearths;Cave of Hearths Bed 6 Archaeological Assemblage;631;29.199481;-24.140961;77000;105000;Absolute date not avaliable. Waiting for date through archaeological materialsince faunal assemblages from Bed 4-9 are named MSA Fauna, at least Pleistocene can be assumed (26.04.2011, R.V.), arch_strat: MSA 2b;
MSA 2b;Cave of Hearths;Cave of Hearths Bed 7 Archaeological Assemblage;476;29.199481;-24.140961;77000;105000;Absolute date not avaliable. Waiting for date through archaeological materialsince faunal assemblages from Bed 4-9 are named MSA Fauna, at least Pleistocene can be assumed (26.04.2011, R.V.), arch_strat: MSA 2b;
MSA 2b;Cave of Hearths;Cave of Hearths Bed 8 Archaeological Assemblage;1488;29.199481;-24.140961;77000;105000;Absolute date not avaliable. Waiting for date through archaeological materialsince faunal assemblages from Bed 4-9 are named MSA Fauna, at least Pleistocene can be assumed (26.04.2011, R.V.), arch_strat: MSA 2b;
Howiesonspoort;Cave of Hearths;Cave of Hearths Bed 9 Archaeological Assemblage;183;29.199481;-24.140961;58000;66000;Absolute date not avaliable. Waiting for date through archaeological materialsince faunal assemblages from Bed 4-9 are named MSA Fauna, at least Pleistocene can be assumed (26.04.2011, R.V.);
MSA;Cave of Hearths;Cave of Hearths Sterile Deposit Archaeological Assemblage;271;29.199481;-24.140961;80000;100000;;
Aterian;Chaperon Rouge;Chaperon Rouge Unit Beta Archaeological Assemblage;2629;-6.833;33.917;19200;150000;;
Oldowan - Africa;Chesowanja;Chesowanja GnJi 10/5 Archaeological Assemblage;1519;36.206;0.651;490000;1490000;;
Acheulean - Africa;Chilga Kernet;Chilga Kernet Archaeological Surface Collection;-1;36.1255083;12.5323139;300000;1800000;Undated surface finds. Acheulean artefacts were found;
Acheulean - Africa;Daasbiyyo;Daasbiyyo Surface Collection;-1;42.798934;11.2521324;300000;1800000;;
Still Bay;Dale Rose Parlour;Dale Rose Parlour Archaeological Assemblage;-1;18.4416;-34.12861;70000;77000;;
Mousterian - Levant;Dar es Soltane 1;Dar es Soltane 1 Unit C1 Archaeological Assemblage;95;-6.898;33.979;49600;66100;;
Aterian;Dar es Soltane 1;Dar es Soltane 1 Unit C2 upper Archaeological Assemblage;185;-6.898;33.979;49600;66100;;
Aterian;Dar es Soltane 1;Dar es Soltane 1 Unit I lower Archaeological Assemblage;248;-6.898;33.979;113800;132000;;
Aterian;Dar es Soltane 1;Dar es Soltane 1 Unit I upper Archaeological Assemblage;5;-6.898;33.979;113800;132000;;
Aterian;Dar es Soltane 2;Aterian inventar;-1;-6.898;33.979;90300;129900;;
Middle Paleolithic - Africa;Derna East;Derna East Middle Paleolithic Deposit Archaeology;32;22.64;32.76;40000;200000;;
Middle Paleolithic - Africa;Derna West;Derna West Middle Paleolithic Deposit Archaeology;87;22.64;32.76;40000;200000;;
MSA;Die Kelders;Die Kelders Layer 10 Archaeological Assemblage;-1;19.3765;-34.5458;45500;95300;;
MSA;Die Kelders;Die Kelders Layer 11 Archaeological Assemblage;-1;19.3765;-34.5458;45500;95300;;
MSA;Die Kelders;Die Kelders Layer 12 Archaeological Assemblage;450;19.3765;-34.5458;45500;95300;;
MSA;Die Kelders;Die Kelders Layer 13 Archaeological Assemblage;-1;19.3765;-34.5458;45500;95300;;
MSA;Die Kelders;Die Kelders Layer 14 Archaeological Assemblage;2173;19.3765;-34.5458;45500;95300;;
MSA;Die Kelders;Die Kelders Layer 15 Archaeological Assemblage;;19.3765;-34.5458;45500;95300;;
MSA;Die Kelders;Die Kelders Layer 4 Archaeological Assemblage;4271;19.3765;-34.5458;45500;95300;;
MSA;Die Kelders;Die Kelders Layer 5 Archaeological Assemblage;-1;19.3765;-34.5458;45500;95300;;
MSA;Die Kelders;Die Kelders Layer 6 Archaeological Assemblage;13392;19.3765;-34.5458;45500;95300;;
MSA;Die Kelders;Die Kelders Layer 7 Archaeological Assemblage;-1;19.3765;-34.5458;45500;95300;;
MSA;Die Kelders;Die Kelders Layer 8 Archaeological Assemblage;-1;19.3765;-34.5458;45500;95300;;
MSA;Die Kelders;Die Kelders Layer 9 Archaeological Assemblage;-1;19.3765;-34.5458;45500;95300;;
MSA;Die Kelders;Die Kelders Level 10 Archaeological Assemblage;1087;19.3765;-34.5458;45500;95300;;
MSA;Die Kelders;Die Kelders Level 10_11 Archaeological Assemblage;53;19.3765;-34.5458;45500;95300;;
MSA;Die Kelders;Die Kelders Level 11 Archaeological Assemblage;291;19.3765;-34.5458;45500;95300;;
MSA;Die Kelders;Die Kelders Level 11_12 Archaeological Assemblage;3;19.3765;-34.5458;45500;95300;;
MSA;Die Kelders;Die Kelders Level 12 Archaeological Assemblage;1173;19.3765;-34.5458;45500;95300;;
MSA;Die Kelders;Die Kelders Level 13 Archaeological Assemblage;296;19.3765;-34.5458;45500;95300;;
MSA;Die Kelders;Die Kelders Level 13_14 Archaeological Assemblage;11;19.3765;-34.5458;45500;95300;;
MSA;Die Kelders;Die Kelders Level 14 Archaeological Assemblage;6443;19.3765;-34.5458;45500;95300;;
MSA;Die Kelders;Die Kelders Level 15 Archaeological Assemblage;98;19.3765;-34.5458;45500;95300;;
MSA;Die Kelders;Die Kelders Level 3 Archaeological Assemblage;225;19.3765;-34.5458;0;95300;;
MSA;Die Kelders;Die Kelders Level 4 Archaeological Assemblage;24684;19.3765;-34.5458;45500;95300;;
MSA;Die Kelders;Die Kelders Level 4_5 Archaeological Assemblage;1;19.3765;-34.5458;45500;95300;;
MSA;Die Kelders;Die Kelders Level 6 Archaeological Assemblage;166707;19.3765;-34.5458;45500;95300;;
MSA;Die Kelders;Die Kelders Level 6_7 Archaeological Assemblage;58;19.3765;-34.5458;45500;95300;;
MSA;Die Kelders;Die Kelders Level 7 Archaeological Assemblage;3615;19.3765;-34.5458;45500;95300;;
MSA;Die Kelders;Die Kelders Level 8 Archaeological Assemblage;10467;19.3765;-34.5458;45500;95300;;
MSA;Die Kelders;Die Kelders Level 9 Archaeological Assemblage;2651;19.3765;-34.5458;45500;95300;;
MSA;Die Kelders;Die Kelders Level 9_10 Archaeological Assemblage;45;19.3765;-34.5458;45500;95300;;
MSA;Die Kelders;Die Kelders Level 9_10_11 Archaeological Assemblage;92;19.3765;-34.5458;45500;95300;;
MSA;Die Kelders;Die Kelders Level ?4 Archaeological Assemblage;882;19.3765;-34.5458;45500;95300;;
MSA;Die Kelders;Die Kelders Level ?Middle 4_5 Archaeological Assemblage;2480;19.3765;-34.5458;45500;95300;;
MSA;Die Kelders;Die Kelders Level East 3/4/5 Archaeological Assemblage;3412;19.3765;-34.5458;45500;95300;;
MSA;Die Kelders;Die Kelders Level Lower 4_5 Archaeological Assemblage;214904;19.3765;-34.5458;45500;95300;;
MSA;Die Kelders;Die Kelders Level Lower 6 Archaeological Assemblage;88;19.3765;-34.5458;45500;95300;;
MSA;Die Kelders;Die Kelders Level Middle 4_5 Archaeological Assemblage;12199;19.3765;-34.5458;45500;95300;;
MSA;Die Kelders;Die Kelders Level Over 4 Archaeological Assemblage;4;19.3765;-34.5458;45500;95300;;
MSA;Die Kelders;Die Kelders Level Upper 4_5 Archaeological Assemblage;1498;19.3765;-34.5458;45500;95300;;
MSA;Die Kelders;Die Kelders Level Upper 6 Archaeological Assemblage;46658;19.3765;-34.5458;45500;95300;;
Post-Howiesonspoort;Diepkloof Rock Shelter;Diepkloof SU Claude Archaeological Assemblage;1539;18.4529778;-32.386894;30000;57000;Previous dates by Jacobs et al. (2008) are probably wrong in underestimating true ages (sensu Tribolo et al. 2013);
Post-Howiesonspoort;Diepkloof Rock Shelter;Diepkloof SU Danny Archaeological Assemblage;718;18.4529778;-32.386894;30000;57000;Previous dates by Jacobs et al. (2008) are probably wrong in underestimating true ages (sensu Tribolo et al. 2013);
Howiesonspoort;Diepkloof Rock Shelter;Diepkloof SU Darryl Archaeological Assemblage;972;18.4529778;-32.386894;58000;91000;;
Howiesonspoort;Diepkloof Rock Shelter;Diepkloof SU Dean Archaeological Assemblage;551;18.4529778;-32.386894;58000;91000;;
Howiesonspoort;Diepkloof Rock Shelter;Diepkloof SU Debbie Archaeological Assemblage;1174;18.4529778;-32.386894;58000;91000;;
Post-Howiesonspoort;Diepkloof Rock Shelter;Diepkloof SU Denzel Archaeological Assemblage;1173;18.4529778;-32.386894;30000;57000;Previous dates by Jacobs et al. (2008) are probably wrong in underestimating true ages (sensu Tribolo et al. 2013);
Howiesonspoort;Diepkloof Rock Shelter;Diepkloof SU Deon Archaeological Assemblage;233;18.4529778;-32.386894;58000;91000;;
Howiesonspoort;Diepkloof Rock Shelter;Diepkloof SU Eben-Hb Eve Archaeological Assemblage;852;18.4529778;-32.386894;58000;91000;;
Howiesonspoort;Diepkloof Rock Shelter;Diepkloof SU Edgar Archaeological Assemblage;2006;18.4529778;-32.386894;58000;91000;;
Howiesonspoort;Diepkloof Rock Shelter;Diepkloof SU Eric Archaeological Assemblage;1938;18.4529778;-32.386894;58000;91000;;
Howiesonspoort;Diepkloof Rock Shelter;Diepkloof SU Ester Archaeological Assemblage;420;18.4529778;-32.386894;58000;91000;;
Howiesonspoort;Diepkloof Rock Shelter;Diepkloof SU Eve Archaeological Assemblage;348;18.4529778;-32.386894;58000;91000;;
Howiesonspoort;Diepkloof Rock Shelter;Diepkloof SU Fiona Archaeological Assemblage;636;18.4529778;-32.386894;76000;98000;Previous dates by Jacobs et al. (2008) are probably wrong in underestimating true ages (sensu Tribolo et al. 2013);
Howiesonspoort;Diepkloof Rock Shelter;Diepkloof SU Fox-Fanie Archaeological Assemblage;653;18.4529778;-32.386894;76000;94000;Luminescence ages are averages of dates obtained from multiple samples from the same layer. Previous dates by Jacobs et al. (2008) are probably wrong in underestimating true ages (sensu Tribolo et al. 2013);
Howiesonspoort;Diepkloof Rock Shelter;Diepkloof SU Frank Archaeological Assemblage;526;18.4529778;-32.386894;75000;94000;Previous dates by Jacobs et al. (2008) are probably wrong in underestimating true ages (sensu Tribolo et al. 2013);
Howiesonspoort;Diepkloof Rock Shelter;Diepkloof SU Frans Archaeological Assemblage;1196;18.4529778;-32.386894;58000;91000;;
